condition_mesh_terms	Days	MeshSystem
Graft vs Host Disease	1339	Immune System
Macular Edema	1035	Eye
Schizophrenia	275	Mental Disorders
Motor Neuron Disease	273	Nervous System
Glioma	3532	Neoplasms
Glioma	2588	Neoplasms
Leukemia	6136	Neoplasms
Neoplasms	761	Neoplasms
Arthritis	1218	Musculoskeletal
Leukemia	973	Neoplasms
Arthritis	579	Musculoskeletal
Parkinson Disease	3865	Nervous System
Adenocarcinoma	944	Neoplasms
Sarcoma	1918	Neoplasms
Neoplasms	5532	Neoplasms
Glioma	3622	Neoplasms
Arthritis	761	Musculoskeletal
Glioblastoma	1410	Neoplasms
Leukemia	1103	Neoplasms
Leukemia	4870	Neoplasms
Leukemia	1979	Neoplasms
Myelodysplastic Syndromes	1979	Hemic and Lymphatic
Leukemia	2830	Neoplasms
Leukemia	1400	Neoplasms
Glioblastoma	1918	Neoplasms
Carcinoma	2374	Neoplasms
Glioblastoma	2344	Neoplasms
Neoplasms	1858	Neoplasms
Glioma	702	Neoplasms
Autistic Disorder	1400	Mental Disorders
Cognitive Dysfunction	1400	Mental Disorders
Glioma	2435	Neoplasms
Hepatitis	1247	Digestive System
Virus Diseases	1247	Infections
Anemia	1188	Hemic and Lymphatic
Anemia	976	Hemic and Lymphatic
Colitis	2769	Digestive System
Depressive Disorder	330	Mental Disorders
Leukemia	1249	Neoplasms
Leukemia	3348	Neoplasms
Neoplasms	3348	Neoplasms
Leukemia	4536	Neoplasms
Leukemia	2679	Neoplasms
Leukemia	2740	Neoplasms
Glioma	5936	Neoplasms
Neoplasms	341	Neoplasms
Leukemia	1279	Neoplasms
Melanoma	3926	Neoplasms
Leukemia	4414	Neoplasms
Myelodysplastic Syndromes	4414	Hemic and Lymphatic
Thrombocytopenia	761	Hemic and Lymphatic
Schizophrenia	182	Mental Disorders
Heart Failure	365	Cardiovascular
Melanoma	488	Neoplasms
Myelodysplastic Syndromes	1400	Hemic and Lymphatic
Neuroendocrine Tumors	1735	Neoplasms
Neoplasms	1066	Neoplasms
Neoplasms	1461	Neoplasms
Psoriasis	3835	Skin and Connective Tissue
Psoriasis	3835	Skin and Connective Tissue
Carcinoma	731	Neoplasms
Neoplasms	731	Neoplasms
Hepatitis	1126	Digestive System
Glioblastoma	2131	Neoplasms
Heart Diseases	1795	Cardiovascular
Cardiovascular Diseases	1795	Cardiovascular
Lung Diseases	731	Respiratory Tract
Tuberculosis	2799	Infections
Sarcoma	1826	Neoplasms
Sarcoma	2467	Neoplasms
Mesothelioma	2467	Neoplasms
Leukemia	884	Neoplasms
Adenocarcinoma	2922	Neoplasms
Melanoma	1280	Neoplasms
Hepatitis	2072	Digestive System
Fatty Liver	2072	Digestive System
Non-alcoholic Fatty Liver Disease	2072	Digestive System
Parkinson Disease	2041	Nervous System
Depressive Disorder	2041	Mental Disorders
Parkinson Disease	792	Nervous System
Neoplasms	2496	Neoplasms
Hepatitis	1735	Digestive System
Fatty Liver	1735	Digestive System
Non-alcoholic Fatty Liver Disease	1735	Digestive System
Heart Failure	823	Cardiovascular
Neoplasms	1004	Neoplasms
Head and Neck Neoplasms	1917	Neoplasms
Sarcoma	975	Neoplasms
Leukemia	458	Neoplasms
Neuroblastoma	458	Neoplasms
Myelodysplastic Syndromes	458	Hemic and Lymphatic
Myeloproliferative Disorders	458	Hemic and Lymphatic
Myelodysplastic-Myeloproliferative Diseases	458	Hemic and Lymphatic
Neoplasms	458	Neoplasms
Glioma	1341	Neoplasms
Heart Failure	1372	Cardiovascular
Myelodysplastic Syndromes	1341	Hemic and Lymphatic
Colitis	1948	Digestive System
Leukemia	975	Neoplasms
Myelodysplastic Syndromes	975	Hemic and Lymphatic
Anemia	4261	Hemic and Lymphatic
Myelodysplastic Syndromes	1888	Hemic and Lymphatic
Hypercholesterolemia	1338	Nutritional and Metabolic
Leukemia	1522	Neoplasms
Myelodysplastic Syndromes	1522	Hemic and Lymphatic
Myeloproliferative Disorders	1522	Hemic and Lymphatic
Myelodysplastic-Myeloproliferative Diseases	1522	Hemic and Lymphatic
Neoplasms	1522	Neoplasms
Melanoma	1400	Neoplasms
Leukemia	366	Neoplasms
Neuroblastoma	366	Neoplasms
Myelodysplastic Syndromes	366	Hemic and Lymphatic
Myeloproliferative Disorders	366	Hemic and Lymphatic
Myelodysplastic-Myeloproliferative Diseases	366	Hemic and Lymphatic
Neoplasms	366	Neoplasms
Leukemia	2010	Neoplasms
Carcinoma	1855	Neoplasms
Leukemia	4840	Neoplasms
Leukemia	3470	Neoplasms
Myelodysplastic Syndromes	3470	Hemic and Lymphatic
Neoplasms	1461	Neoplasms
Myelodysplastic Syndromes	2039	Hemic and Lymphatic
Melanoma	2161	Neoplasms
Melanoma	884	Neoplasms
Sarcoma	2070	Neoplasms
Carcinoma	2708	Neoplasms
Carcinoma	2575	Neoplasms
Leukemia	3623	Neoplasms
Arthritis	943	Musculoskeletal
Neoplasms	2283	Neoplasms
Neoplasms	1400	Neoplasms
Sarcoma	2161	Neoplasms
Leukemia	3653	Neoplasms
Leukemia	4549	Neoplasms
Myelodysplastic Syndromes	4549	Hemic and Lymphatic
Carcinoma	2465	Neoplasms
Melanoma	731	Neoplasms
Parkinson Disease	2099	Nervous System
Parkinson Disease	2649	Nervous System
Depressive Disorder	2649	Mental Disorders
Motor Neuron Disease	1247	Nervous System
Sarcoma	1096	Neoplasms
Head and Neck Neoplasms	2983	Neoplasms
Leukemia	1734	Neoplasms
Leukemia	3926	Neoplasms
Anemia	3926	Hemic and Lymphatic
Myelodysplastic Syndromes	3926	Hemic and Lymphatic
Head and Neck Neoplasms	1004	Neoplasms
Anemia	2313	Hemic and Lymphatic
Myelodysplastic Syndromes	2313	Hemic and Lymphatic
Myeloproliferative Disorders	2313	Hemic and Lymphatic
Myelodysplastic-Myeloproliferative Diseases	2313	Hemic and Lymphatic
Leukemia	1857	Neoplasms
Leukemia	974	Neoplasms
Leukemia	1642	Neoplasms
Myelodysplastic Syndromes	1642	Hemic and Lymphatic
Myeloproliferative Disorders	1642	Hemic and Lymphatic
Myelodysplastic-Myeloproliferative Diseases	1642	Hemic and Lymphatic
Leukemia	2800	Neoplasms
Myelodysplastic Syndromes	2800	Hemic and Lymphatic
Myeloproliferative Disorders	2800	Hemic and Lymphatic
Neoplasms	2800	Neoplasms
Melanoma	1704	Neoplasms
Melanoma	2375	Neoplasms
Sarcoma	1950	Neoplasms
Mesothelioma	1066	Neoplasms
Leukemia	6015	Neoplasms
Anemia	6015	Hemic and Lymphatic
Myelodysplastic Syndromes	6015	Hemic and Lymphatic
Myeloproliferative Disorders	6015	Hemic and Lymphatic
Myelodysplastic-Myeloproliferative Diseases	6015	Hemic and Lymphatic
Mesothelioma	4293	Neoplasms
Leukemia	1431	Neoplasms
Myelodysplastic Syndromes	1431	Hemic and Lymphatic
Myeloproliferative Disorders	1431	Hemic and Lymphatic
Myelodysplastic-Myeloproliferative Diseases	1431	Hemic and Lymphatic
Graft vs Host Disease	1431	Immune System
Leukemia	3956	Neoplasms
Myelodysplastic Syndromes	3956	Hemic and Lymphatic
Myeloproliferative Disorders	3956	Hemic and Lymphatic
Myelodysplastic-Myeloproliferative Diseases	3956	Hemic and Lymphatic
Adenocarcinoma	1614	Neoplasms
Melanoma	609	Neoplasms
Graft vs Host Disease	731	Immune System
Graft vs Host Disease	639	Immune System
Carcinoma	3075	Neoplasms
Adenocarcinoma	396	Neoplasms
Neoplasms	396	Neoplasms
Arthritis	822	Musculoskeletal
Leukemia	1157	Neoplasms
Sarcoma	2574	Neoplasms
Hepatitis	1188	Digestive System
Crohn Disease	761	Digestive System
Hepatitis	882	Digestive System
Migraine Disorders	426	Nervous System
Neoplasms	853	Neoplasms
Crohn Disease	456	Digestive System
Melanoma	700	Neoplasms
Leukemia	2983	Neoplasms
Leukemia	974	Neoplasms
Myelodysplastic Syndromes	974	Hemic and Lymphatic
Myeloproliferative Disorders	974	Hemic and Lymphatic
Myelodysplastic-Myeloproliferative Diseases	974	Hemic and Lymphatic
Sarcoma	1186	Neoplasms
Melanoma	3500	Neoplasms
Lung Diseases	306	Respiratory Tract
Macular Degeneration	1006	Eye
Graft vs Host Disease	1004	Immune System
Carcinoma	395	Neoplasms
Neuroendocrine Tumors	1249	Neoplasms
Depressive Disorder	397	Mental Disorders
Depressive Disorder	1492	Mental Disorders
Depressive Disorder	427	Mental Disorders
Heart Failure	486	Cardiovascular
Autistic Disorder	854	Mental Disorders
Tuberculosis	1400	Infections
Carcinoma	2616	Neoplasms
Adenocarcinoma	2616	Neoplasms
Leukemia	3682	Neoplasms
Carcinoma	1584	Neoplasms
Head and Neck Neoplasms	1552	Neoplasms
Glioma	2128	Neoplasms
Leukemia	2133	Neoplasms
Melanoma	1277	Neoplasms
Hepatitis	700	Digestive System
Heart Diseases	275	Cardiovascular
Cardiovascular Diseases	275	Cardiovascular
Melanoma	2587	Neoplasms
Carcinoma	579	Neoplasms
Adenocarcinoma	579	Neoplasms
Adenocarcinoma	2587	Neoplasms
Cholangiocarcinoma	1492	Neoplasms
Leukemia	7733	Neoplasms
Neoplasms	7733	Neoplasms
Leukemia	2762	Neoplasms
Heart Failure	1827	Cardiovascular
Leukemia	3349	Neoplasms
Anemia	4491	Hemic and Lymphatic
Mesothelioma	1370	Neoplasms
Sarcoma	1066	Neoplasms
Schizophrenia	547	Mental Disorders
Head and Neck Neoplasms	1247	Neoplasms
Adenocarcinoma	3867	Neoplasms
Sarcoma	3531	Neoplasms
Leukemia	3410	Neoplasms
Melanoma	1919	Neoplasms
Melanoma	2649	Neoplasms
Leukemia	4324	Neoplasms
Glioblastoma	2163	Neoplasms
Melanoma	976	Neoplasms
Glioblastoma	976	Neoplasms
Parkinson Disease	1126	Nervous System
Macular Edema	854	Eye
Cognitive Dysfunction	792	Mental Disorders
Glioma	426	Neoplasms
Carcinoma	1461	Neoplasms
Crohn Disease	548	Digestive System
Anemia	699	Hemic and Lymphatic
Neuroblastoma	2405	Neoplasms
Adenocarcinoma	2039	Neoplasms
Leukemia	2952	Neoplasms
Myelodysplastic Syndromes	2952	Hemic and Lymphatic
Myeloproliferative Disorders	2952	Hemic and Lymphatic
Myelodysplastic-Myeloproliferative Diseases	2952	Hemic and Lymphatic
Heart Diseases	2708	Cardiovascular
Coronary Disease	2708	Cardiovascular
Cardiovascular Diseases	2708	Cardiovascular
Glioblastoma	1826	Neoplasms
Glioma	1826	Neoplasms
Astrocytoma	1826	Neoplasms
Carcinoma	1216	Neoplasms
Neoplasms	1216	Neoplasms
Melanoma	639	Neoplasms
Sarcoma	639	Neoplasms
Cholangiocarcinoma	639	Neoplasms
Neoplasms	639	Neoplasms
Osteoarthritis	580	Musculoskeletal
Schizophrenia	2769	Mental Disorders
Crohn Disease	427	Digestive System
Depressive Disorder	1005	Mental Disorders
Leukemia	1341	Neoplasms
Leukemia	823	Neoplasms
Melanoma	1277	Neoplasms
Glioblastoma	2800	Neoplasms
Glioma	2800	Neoplasms
Astrocytoma	2800	Neoplasms
Gliosarcoma	2800	Neoplasms
Hepatitis	791	Digestive System
Bipolar Disorder	1783	Mental Disorders
Macular Degeneration	884	Eye
Carcinoma	915	Neoplasms
Carcinoma	1734	Neoplasms
Heart Failure	731	Cardiovascular
Heart Failure	123	Cardiovascular
Heart Failure	1188	Cardiovascular
Epilepsy	1279	Nervous System
Schizophrenia	426	Mental Disorders
Sarcoma	3373	Neoplasms
Schizophrenia	304	Mental Disorders
Epilepsy	2099	Nervous System
Myelodysplastic Syndromes	1824	Hemic and Lymphatic
Carcinoma	2010	Neoplasms
Carcinoma	396	Neoplasms
Carcinoma	913	Neoplasms
Leukemia	1645	Neoplasms
Leukemia	304	Neoplasms
Carcinoma	1218	Neoplasms
Neoplasms	1218	Neoplasms
Leukemia	2557	Neoplasms
Myelodysplastic Syndromes	2557	Hemic and Lymphatic
Myeloproliferative Disorders	2557	Hemic and Lymphatic
Myelodysplastic-Myeloproliferative Diseases	2557	Hemic and Lymphatic
Glioblastoma	3044	Neoplasms
Glioma	3044	Neoplasms
Astrocytoma	3044	Neoplasms
Gliosarcoma	3044	Neoplasms
Leukemia	3410	Neoplasms
Myelodysplastic Syndromes	3410	Hemic and Lymphatic
Myeloproliferative Disorders	3410	Hemic and Lymphatic
Myelodysplastic-Myeloproliferative Diseases	3410	Hemic and Lymphatic
Leukemia	548	Neoplasms
Leukemia	2467	Neoplasms
Myelodysplastic Syndromes	2467	Hemic and Lymphatic
Glioblastoma	2769	Neoplasms
Astrocytoma	2769	Neoplasms
Gliosarcoma	2769	Neoplasms
Myelodysplastic Syndromes	761	Hemic and Lymphatic
Hypertension	1765	Cardiovascular
Hypertension	669	Cardiovascular
Leukemia	2248	Neoplasms
Myelodysplastic Syndromes	2248	Hemic and Lymphatic
Hypertension	273	Cardiovascular
Arthritis	731	Musculoskeletal
Melanoma	3228	Neoplasms
Leukemia	3044	Neoplasms
Anemia	581	Hemic and Lymphatic
Melanoma	1034	Neoplasms
Carcinoma	1918	Neoplasms
Adenocarcinoma	1918	Neoplasms
Crohn Disease	701	Digestive System
Myelodysplastic Syndromes	639	Hemic and Lymphatic
Crohn Disease	762	Digestive System
Colitis	762	Digestive System
Colitis	1187	Digestive System
Carcinoma	396	Neoplasms
Leukemia	1735	Neoplasms
Melanoma	3896	Neoplasms
Melanoma	2100	Neoplasms
Arthritis	2952	Musculoskeletal
Leukemia	1125	Neoplasms
Malaria	762	Infections
Motor Neuron Disease	2131	Nervous System
Neoplasms	730	Neoplasms
Melanoma	1432	Neoplasms
Leukemia	2862	Neoplasms
Heart Failure	1766	Cardiovascular
Depressive Disorder	1766	Mental Disorders
Hepatitis	1676	Digestive System
Liver Diseases	1676	Digestive System
Carcinoma	609	Neoplasms
Peripheral Nervous System Diseases	1095	Nervous System
Glioma	810	Neoplasms
Melanoma	578	Neoplasms
Graft vs Host Disease	2992	Immune System
Leukemia	2476	Neoplasms
Melanoma	1736	Neoplasms
Adenocarcinoma	1675	Neoplasms
Leukemia	883	Neoplasms
Primary Myelofibrosis	883	Hemic and Lymphatic
Neuroblastoma	2465	Neoplasms
Melanoma	852	Neoplasms
Malaria	699	Infections
Carcinoma	1461	Neoplasms
Leukemia	1004	Neoplasms
Myelodysplastic Syndromes	1004	Hemic and Lymphatic
Myeloproliferative Disorders	1004	Hemic and Lymphatic
Myelodysplastic-Myeloproliferative Diseases	1004	Hemic and Lymphatic
Carcinoma	3075	Neoplasms
Adenocarcinoma	1007	Neoplasms
Hepatitis	730	Digestive System
Carcinoma	2891	Neoplasms
Squamous Cell Carcinoma of Head and Neck	2891	Neoplasms
Cholangiocarcinoma	1492	Neoplasms
Melanoma	1218	Neoplasms
Glioblastoma	2771	Neoplasms
Gliosarcoma	2771	Neoplasms
Melanoma	1278	Neoplasms
Leukemia	304	Neoplasms
Myelodysplastic Syndromes	304	Hemic and Lymphatic
Glioblastoma	1004	Neoplasms
Myelodysplastic Syndromes	3835	Hemic and Lymphatic
Myeloproliferative Disorders	3835	Hemic and Lymphatic
Myelodysplastic-Myeloproliferative Diseases	3835	Hemic and Lymphatic
Carcinoma	1797	Neoplasms
Leukemia	1675	Neoplasms
Motor Neuron Disease	457	Nervous System
Leukemia	944	Neoplasms
Melanoma	670	Neoplasms
Cholangiocarcinoma	2102	Neoplasms
Sarcoma	1522	Neoplasms
Graft vs Host Disease	3988	Immune System
Leukemia	4889	Neoplasms
Malaria	488	Infections
Leukemia	1020	Neoplasms
Myelodysplastic Syndromes	1020	Hemic and Lymphatic
Parkinson Disease	609	Nervous System
Parkinson Disease	639	Nervous System
Carcinoma	1583	Neoplasms
Carcinoma	1400	Neoplasms
Neoplasms	1400	Neoplasms
Arthritis	1034	Musculoskeletal
Carcinoma	1674	Neoplasms
Leukemia	2496	Neoplasms
Hypersensitivity	761	Immune System
Depressive Disorder	1979	Mental Disorders
Glioma	2131	Neoplasms
Leukemia	2284	Neoplasms
Peripheral Nervous System Diseases	1249	Nervous System
Adenocarcinoma	912	Neoplasms
Melanoma	2161	Neoplasms
Leukemia	428	Neoplasms
Carcinoma	487	Neoplasms
Myocardial Ischemia	609	Cardiovascular
Coronary Artery Disease	609	Cardiovascular
Tuberculosis	1431	Infections
Leukemia	1035	Neoplasms
Heart Diseases	1067	Cardiovascular
Coronary Disease	1067	Cardiovascular
Coronary Artery Disease	1067	Cardiovascular
Myocardial Ischemia	1067	Cardiovascular
Cardiovascular Diseases	1067	Cardiovascular
Neoplasms	1278	Neoplasms
Carcinoma	4627	Neoplasms
Adenocarcinoma	1642	Neoplasms
Malaria	365	Infections
Adenocarcinoma	1736	Neoplasms
Melanoma	2192	Neoplasms
Glioblastoma	1520	Neoplasms
Astrocytoma	1520	Neoplasms
Gliosarcoma	1520	Neoplasms
Glioblastoma	1432	Neoplasms
Hepatitis	1614	Digestive System
Leukemia	580	Neoplasms
Depressive Disorder	1826	Mental Disorders
Parkinson Disease	1238	Nervous System
Depressive Disorder	2099	Mental Disorders
Myelodysplastic Syndromes	730	Hemic and Lymphatic
Primary Myelofibrosis	730	Hemic and Lymphatic
Neoplasms	730	Neoplasms
Carcinoma	518	Neoplasms
Hypertension	579	Cardiovascular
Melanoma	2100	Neoplasms
Autistic Disorder	1095	Mental Disorders
Glioblastoma	2495	Neoplasms
Leukemia	2284	Neoplasms
Glioma	396	Neoplasms
Adenocarcinoma	2344	Neoplasms
Parkinson Disease	640	Nervous System
Psychotic Disorders	640	Mental Disorders
Primary Myelofibrosis	1676	Hemic and Lymphatic
Mesothelioma	1614	Neoplasms
Carcinoma	1705	Neoplasms
Sarcoma	457	Neoplasms
Macular Degeneration	791	Eye
Crohn Disease	274	Digestive System
Hepatitis	457	Digestive System
Leukemia	1310	Neoplasms
Myelodysplastic Syndromes	1310	Hemic and Lymphatic
Leukemia	822	Neoplasms
Primary Myelofibrosis	822	Hemic and Lymphatic
Adenocarcinoma	5062	Neoplasms
Hepatitis	822	Digestive System
Schizophrenia	214	Mental Disorders
Depressive Disorder	4753	Mental Disorders
Schizophrenia	457	Mental Disorders
Leukemia	669	Neoplasms
Leukemia	670	Neoplasms
Myelodysplastic Syndromes	670	Hemic and Lymphatic
Myeloproliferative Disorders	670	Hemic and Lymphatic
Myelodysplastic-Myeloproliferative Diseases	670	Hemic and Lymphatic
Graft vs Host Disease	670	Immune System
Melanoma	1095	Neoplasms
Leukemia	5204	Neoplasms
Myelodysplastic Syndromes	5204	Hemic and Lymphatic
Primary Myelofibrosis	5204	Hemic and Lymphatic
Neoplasms	5204	Neoplasms
Head and Neck Neoplasms	2253	Neoplasms
Parkinson Disease	969	Nervous System
Carcinoma	1186	Neoplasms
Arthritis	457	Musculoskeletal
Hepatitis	1034	Digestive System
Leukemia	1035	Neoplasms
Adenocarcinoma	2433	Neoplasms
Melanoma	1977	Neoplasms
Mesothelioma	2007	Neoplasms
Leukemia	1064	Neoplasms
Leukemia	1186	Neoplasms
Irritable Bowel Syndrome	335	Digestive System
Irritable Bowel Syndrome	273	Digestive System
Depressive Disorder	700	Mental Disorders
Neoplasms	942	Neoplasms
Crohn Disease	487	Digestive System
Schizophrenia	304	Mental Disorders
Lung Diseases	212	Respiratory Tract
Leukemia	4867	Neoplasms
Sarcoma	761	Neoplasms
Melanoma	1522	Neoplasms
Hypercholesterolemia	1582	Nutritional and Metabolic
Epilepsy	911	Nervous System
Liver Diseases	2099	Digestive System
Schizophrenia	181	Mental Disorders
Bipolar Disorder	273	Mental Disorders
Adenocarcinoma	2497	Neoplasms
Carcinoma	458	Neoplasms
Carcinoma	1308	Neoplasms
Cholangiocarcinoma	1308	Neoplasms
Motor Neuron Disease	883	Nervous System
Keratosis	184	Skin and Connective Tissue
Glioma	2891	Neoplasms
Carcinoma	426	Neoplasms
Carcinoma	365	Neoplasms
Irritable Bowel Syndrome	882	Digestive System
Parkinson Disease	306	Nervous System
Osteoarthritis	883	Musculoskeletal
Osteoarthritis	183	Musculoskeletal
Anxiety Disorders	426	Mental Disorders
Carcinoma	1096	Neoplasms
Migraine Disorders	1433	Nervous System
Hypertension	548	Cardiovascular
Melanoma	3198	Neoplasms
Leukemia	850	Neoplasms
Neuroblastoma	850	Neoplasms
Myelodysplastic Syndromes	850	Hemic and Lymphatic
Myeloproliferative Disorders	850	Hemic and Lymphatic
Myelodysplastic-Myeloproliferative Diseases	850	Hemic and Lymphatic
Graft vs Host Disease	850	Immune System
Neoplasms	850	Neoplasms
Leukemia	515	Neoplasms
Hypersensitivity	214	Immune System
Hepatitis	579	Digestive System
Thrombocytopenia	579	Hemic and Lymphatic
Osteoarthritis	245	Musculoskeletal
Leukemia	4536	Neoplasms
Coronary Artery Disease	396	Cardiovascular
Myocardial Ischemia	396	Cardiovascular
Coronary Disease	396	Cardiovascular
Sarcoma	1644	Neoplasms
Adenocarcinoma	2375	Neoplasms
Heart Failure	974	Cardiovascular
Squamous Cell Carcinoma of Head and Neck	397	Neoplasms
Head and Neck Neoplasms	397	Neoplasms
Sarcoma	1492	Neoplasms
Coronary Artery Disease	2282	Cardiovascular
Leukemia	760	Neoplasms
Myelodysplastic Syndromes	760	Hemic and Lymphatic
Myeloproliferative Disorders	760	Hemic and Lymphatic
Myelodysplastic-Myeloproliferative Diseases	760	Hemic and Lymphatic
Sarcoma	3622	Neoplasms
Carcinoma	2283	Neoplasms
Carcinoma	2678	Neoplasms
Leukemia	730	Neoplasms
Glioblastoma	2199	Neoplasms
Melanoma	1217	Neoplasms
Adenocarcinoma	3438	Neoplasms
Arthritis	1187	Musculoskeletal
Lung Diseases	1187	Respiratory Tract
Heart Failure	1187	Cardiovascular
Carcinoma	911	Neoplasms
Leukemia	1370	Neoplasms
Carcinoma	1734	Neoplasms
Neoplasms	1734	Neoplasms
Arthritis	973	Musculoskeletal
Carcinoma	2007	Neoplasms
Head and Neck Neoplasms	2007	Neoplasms
Melanoma	1400	Neoplasms
Glioblastoma	2099	Neoplasms
Glioma	2099	Neoplasms
Astrocytoma	2099	Neoplasms
Gliosarcoma	2099	Neoplasms
Carcinoma	1522	Neoplasms
Adenocarcinoma	1522	Neoplasms
Leukemia	3653	Neoplasms
Head and Neck Neoplasms	1858	Neoplasms
Leukemia	4109	Neoplasms
Leukemia	1979	Neoplasms
Anemia	1979	Hemic and Lymphatic
Myelodysplastic Syndromes	1979	Hemic and Lymphatic
Head and Neck Neoplasms	1064	Neoplasms
Leukemia	4475	Neoplasms
Myeloproliferative Disorders	4475	Hemic and Lymphatic
Myelodysplastic-Myeloproliferative Diseases	4475	Hemic and Lymphatic
Graft vs Host Disease	4475	Immune System
Carcinoma	4230	Neoplasms
Squamous Cell Carcinoma of Head and Neck	4230	Neoplasms
Carcinoma	2556	Neoplasms
Melanoma	1583	Neoplasms
Carcinoma	2311	Neoplasms
Parkinson Disease	1185	Nervous System
Hepatitis	760	Digestive System
Hepatitis	1034	Digestive System
Lung Diseases	1795	Respiratory Tract
Schizophrenia	396	Mental Disorders
Leukemia	1096	Neoplasms
Hypertension	912	Cardiovascular
Melanoma	1767	Neoplasms
Myelodysplastic Syndromes	1734	Hemic and Lymphatic
Myeloproliferative Disorders	1734	Hemic and Lymphatic
Myelodysplastic-Myeloproliferative Diseases	1734	Hemic and Lymphatic
Leukemia	2314	Neoplasms
Leukemia	2250	Neoplasms
Head and Neck Neoplasms	2406	Neoplasms
Glioblastoma	3287	Neoplasms
Neuroblastoma	2830	Neoplasms
Melanoma	455	Neoplasms
Schizophrenia	911	Mental Disorders
Attention Deficit Disorder with Hyperactivity	638	Mental Disorders
Head and Neck Neoplasms	1126	Neoplasms
Cholangiocarcinoma	1522	Neoplasms
Head and Neck Neoplasms	427	Neoplasms
Carcinoma	1216	Neoplasms
Head and Neck Neoplasms	1216	Neoplasms
Carcinoma	1461	Neoplasms
Carcinoma	820	Neoplasms
Neoplasms	820	Neoplasms
Leukemia	1155	Neoplasms
Leukemia	1186	Neoplasms
Schizophrenia	365	Mental Disorders
Leukemia	1431	Neoplasms
Adenocarcinoma	730	Neoplasms
Myelodysplastic Syndromes	1308	Hemic and Lymphatic
Thrombocytopenia	730	Hemic and Lymphatic
Carcinoma	2314	Neoplasms
Squamous Cell Carcinoma of Head and Neck	2314	Neoplasms
Neoplasms	397	Neoplasms
Leukemia	2191	Neoplasms
Leukemia	1124	Neoplasms
Glioblastoma	912	Neoplasms
Neoplasms	1885	Neoplasms
Melanoma	2071	Neoplasms
Lung Diseases	1369	Respiratory Tract
Leukemia	3840	Neoplasms
Myelodysplastic Syndromes	3840	Hemic and Lymphatic
Myeloproliferative Disorders	3840	Hemic and Lymphatic
Myelodysplastic-Myeloproliferative Diseases	3840	Hemic and Lymphatic
Hypertension	609	Cardiovascular
Leukemia	730	Neoplasms
Glioblastoma	2802	Neoplasms
Glioma	2802	Neoplasms
Gliosarcoma	2802	Neoplasms
Hepatitis	1612	Digestive System
Glioblastoma	974	Neoplasms
Melanoma	550	Neoplasms
Carcinoma	488	Neoplasms
Melanoma	1461	Neoplasms
Leukemia	3045	Neoplasms
